Red_Mean,Green_Mean,Blue_Mean,Yaw_Change(Mean),Roll_Change(Mean),Pitch_Change(Mean),Yaw_Change(Std),Roll_Change(Std),Pitch_Change(Std),Heart_Rate,Heart_Rate_Variability,Blinking_Rate(per Min),Head_Move(Mean),Head_Move_X(Std),Head_Move_Y(Std),Head_Move(Std),Stress
167.4112578,129.8045504,114.0250339,0.075903542,0.054445039,0.121570967,0.078252584,0.065134771,0.136024952,79.40455897,51.03532227,10,0.409794354,0.465816383,0.428514929,0.428514929,0
161.066963,124.269155,107.9891137,0.09829016,0.056320552,0.115998894,0.113614805,0.063847885,0.126777202,79.8,64.65677882,22,0.459483309,0.569162705,0.377170227,0.377170227,0
161.4711339,124.468333,108.4260406,0.072779313,0.049585681,0.110745512,0.077457629,0.061995313,0.141016573,79.03829787,51.739291,6,0.379071486,0.463844996,0.3810181,0.3810181,0
105.7665278,76.42553297,71.59775346,0.155199945,0.102231219,0.224239603,0.236015558,0.159516767,0.345482767,78.61830508,134.0455583,18,0.69530393,1.12240212,0.8488556,0.8488556,0
89.15437275,63.46132417,58.63395915,0.230703533,0.137525067,0.241316065,0.32232222,0.170619279,0.361912936,87.66735967,115.4605052,34,0.700826623,0.890913564,0.533686907,0.533686907,0
117.8052315,84.5966591,77.84058987,0.196196571,0.069028921,0.162893027,0.206867918,0.071921103,0.170459613,85.36032389,146.8130348,28,0.464510577,0.54398094,0.528537089,0.528537089,0
118.1131877,85.03643311,78.78207023,0.203559488,0.097948611,0.187215641,0.232933804,0.128910139,0.231915534,86.22744063,91.89897191,22,0.651375641,0.886148515,0.525537914,0.525537914,0
109.7129746,78.92643315,73.61360052,0.176585048,0.105554827,0.210103765,0.398674518,0.21247448,0.331812441,86.7654321,106.6305862,14,0.813717121,1.868301405,0.591771826,0.591771826,0
122.1419531,87.78318826,80.47574174,0.274962246,0.143850967,0.238376975,0.26972422,0.174429044,0.302234441,84.82068966,137.5859391,12,0.773489221,0.847703183,0.913728739,0.913728739,0
165.129427,126.8116184,112.9337814,0.179177135,0.095283359,0.257445276,0.246999726,0.11686831,0.369539887,95.02647887,57.1780855,26,0.493967015,0.611026318,0.431955628,0.431955628,0
165.2650017,126.8390019,112.9515555,0.187879816,0.107757941,0.210068971,0.216205984,0.145741224,0.257014662,99.33568905,72.39773061,32,0.68897491,0.82480074,0.651650726,0.651650726,0
164.7896656,126.2652301,112.6400082,0.235426337,0.140561819,0.2955755,0.396946132,0.182915092,0.39211908,93.86712329,97.99146917,8,0.918106864,1.428620731,0.658577985,0.658577985,0
167.744326,128.9076629,114.9079066,0.169323012,0.093433909,0.22356607,0.214439914,0.093346685,0.253510654,96.02613861,84.41887862,26,0.610584716,0.713003626,0.42624125,0.42624125,0
167.4311034,128.7658152,115.8574545,0.565929651,0.288523942,0.53175354,1.039835572,0.424625278,0.620127857,89.29016393,94.06485032,16,1.618383971,1.514353954,0.877297242,0.877297242,0
167.4453718,130.2893005,117.708248,0.184596777,0.092282578,0.211971045,0.352045834,0.086860664,0.407180399,86.30877193,69.70659484,76,0.272396704,0.392263075,0.295650045,0.295650045,0
166.0460746,129.1178389,116.5156551,0.206551194,0.104573287,0.220955551,0.416968256,0.101294495,0.43062371,86.30877193,77.13965233,142,0.326985287,0.4172427,0.363678464,0.363678464,0
164.7103985,127.7480154,115.4979102,0.118768819,0.080331929,0.161831364,0.134552568,0.068792857,0.157190666,85.27698745,88.53926685,70,0.21977911,0.343621207,0.305138739,0.305138739,0
164.4538666,127.5568899,115.3272687,0.163538128,0.098819859,0.206778884,0.2536394,0.102230333,0.245836988,90.39228296,64.95895648,136,0.321398183,0.401085962,0.356261544,0.356261544,0
165.6019168,128.5047201,116.2938542,0.108790271,0.077217594,0.170005292,0.086859509,0.061476409,0.137965277,87.44516129,103.7943069,138,0.245205454,0.362473546,0.311295224,0.311295224,0
164.3312784,127.3070435,115.0670447,0.132273361,0.081519455,0.185273871,0.207525089,0.090252623,0.263774604,87.98092399,63.3674313,48,0.256856708,0.378014143,0.311774869,0.311774869,0
171.9437265,133.2217518,116.8650749,0.195936725,0.088465497,0.119190142,0.196435779,0.08921887,0.118956231,82.85336091,43.63721316,52,0.359722729,0.425476073,0.365884555,0.365884555,0
170.3966358,132.6915768,116.2530474,0.228541419,0.076160163,0.10053999,0.214387715,0.077541165,0.091085598,81.17669095,50.67872849,100,0.32887385,0.414032006,0.343448269,0.343448269,0
169.3755294,132.7148054,115.0849391,0.217003986,0.084256768,0.123210222,0.232308015,0.076657571,0.130230442,78.87846309,81.73822775,30,0.313843895,0.389402526,0.366862418,0.366862418,0
159.3176267,124.5553418,108.5627819,0.355898947,0.241984218,0.155378014,0.489947468,0.252292037,0.154671922,78.75560299,88.75519635,78,0.532850027,0.571533253,0.444185936,0.444185936,0
158.6980663,123.6693265,107.879837,0.269815713,0.220353186,0.148110032,0.341523916,0.208698317,0.141556293,82.96944444,104.1962046,16,0.525647402,0.529238306,0.409010851,0.409010851,0
165.4644983,128.8574857,112.0394884,0.333308578,0.168389127,0.176123664,0.343035787,0.177333131,0.213793918,77.84861538,82.58124646,44,0.705118485,0.764887727,0.638942007,0.638942007,0
175.8838782,132.3021719,111.0856932,0.087357685,0.045368232,0.09556558,0.095664538,0.044336054,0.119354129,93.41012658,53.61822334,12,0.337860696,0.409960501,0.381276707,0.381276707,0
174.3581995,131.0361233,109.9078898,0.159270182,0.081502892,0.163505942,0.258852541,0.121317804,0.243023679,93.41012658,51.05542151,6,0.913659004,1.544668955,0.797181343,0.797181343,0
176.0116406,131.7840701,111.1487884,0.120586239,0.065776475,0.132293776,0.140862867,0.066305332,0.168740898,93.5381295,86.71733071,24,0.450261698,0.479929626,0.436940757,0.436940757,0
179.703316,134.1715057,113.9910811,0.138555542,0.072188944,0.216298893,0.195439517,0.09635967,0.35520193,94.91189711,55.8378397,20,0.797788436,0.536723565,1.327074547,1.327074547,0
179.1867421,134.9723447,113.7835214,0.083493426,0.045204852,0.10768339,0.105137944,0.044191498,0.13780348,94.81027837,45.88649828,14,0.368453519,0.456683066,0.373670736,0.373670736,0
176.8521826,133.2193601,112.224475,0.084022142,0.044100232,0.094822094,0.094957896,0.042048052,0.11237745,94.92796209,48.10212036,10,0.381135053,0.442280962,0.408843555,0.408843555,0
155.3740774,113.8476231,94.57602909,0.165355042,0.073280044,0.144112438,0.184613094,0.073865414,0.159340099,83.58374628,48.8669079,14,0.674958883,0.672316126,0.517400627,0.517400627,0
157.4905446,114.7296019,94.57241284,0.120560296,0.053543393,0.102926962,0.102651961,0.048472624,0.096512623,85.88187373,45.79590294,12,0.382689172,0.408331334,0.415669148,0.415669148,0
153.9160577,112.2837508,93.29906554,0.120528758,0.054873176,0.104521438,0.133165777,0.051130101,0.105775423,83.41839763,44.18042264,18,0.495604937,0.548971147,0.447822862,0.447822862,0
152.9441991,111.0248556,93.03910478,0.132054806,0.071689442,0.148213804,0.12247242,0.06799753,0.13062802,80.37888563,47.30435161,2,0.606420135,0.509155401,0.568722865,0.568722865,0
153.15679,111.3496763,92.81157366,0.249738142,0.110559009,0.216960698,0.277573436,0.124407142,0.25236395,82.23445287,50.0312506,14,1.029624843,0.821816462,1.163694245,1.163694245,0
177.2397784,138.9480026,121.1529022,0.157459974,0.101850219,0.22039187,0.243512422,0.161036104,0.292896777,64.54285714,131.6731896,36,0.635002197,1.07893578,0.862883796,0.862883796,0
174.7843748,137.9551745,118.9084584,0.087893315,0.046173636,0.105001532,0.087224886,0.040088885,0.099666148,64.61611805,125.8585338,8,0.229008995,0.349394815,0.308172479,0.308172479,0
175.0414521,140.6567939,116.2619011,0.19710198,0.101545393,0.18727845,0.246843502,0.094197869,0.271785706,99.92417062,102.2891335,34,0.400018623,0.475275253,0.378847863,0.378847863,0
175.8328549,141.594359,117.2149855,0.226418853,0.098751172,0.195918977,0.283427387,0.103335448,0.336477458,95.13886463,68.80711723,50,0.539016763,0.654415161,0.433777295,0.433777295,0
178.1050676,143.2518838,119.4838512,0.144511253,0.066521265,0.132429898,0.144226,0.060993984,0.220227256,93.98514116,81.96725098,84,0.325330686,0.403912798,0.351111589,0.351111589,0
175.2902902,141.1391417,117.349147,0.132496893,0.072315581,0.132388934,0.127085105,0.063986711,0.201577693,97.56092545,79.2226005,126,0.332905406,0.424280108,0.371034465,0.371034465,0
176.9297934,142.1472904,118.1590471,0.166106209,0.08767955,0.173020825,0.162829533,0.09879984,0.255500078,93.51774194,90.36501083,118,0.369156131,0.572633898,0.335959848,0.335959848,0
175.3362808,141.3875547,117.3877921,0.131380633,0.067051828,0.14039965,0.117277674,0.05707017,0.229498118,96.7417004,72.82247161,90,0.284736905,0.373804409,0.341151194,0.341151194,0
141.428172,110.1427509,88.19276754,0.217580318,0.085655823,0.145823851,0.20277375,0.100145422,0.16750139,75.54527687,59.16567112,24,0.315684042,0.449066378,0.347419624,0.347419624,0
145.7871236,113.9325408,91.95909508,0.41119501,0.213877827,0.43936035,0.983324766,0.480198354,0.67531395,75.88071979,106.4785824,36,1.806269583,4.759653033,1.238065895,1.238065895,0
153.5006569,120.2672505,97.33854587,0.160105139,0.087849416,0.230102003,0.225608408,0.146062225,0.325392723,68.68430405,113.0495773,18,0.440605572,0.786303166,0.555990991,0.555990991,0
147.6288862,115.0033809,92.65250199,0.229131103,0.096026443,0.200239584,0.25259912,0.1225392,0.255727619,73.75061728,93.46871496,4,0.48841085,0.787976796,0.453034811,0.453034811,0
141.7608338,109.598316,88.10380138,0.212236196,0.078125872,0.127556071,0.181792125,0.07938461,0.118000515,69.36909272,98.19417858,62,0.293174213,0.396739889,0.322876302,0.322876302,0
142.1060783,110.367021,89.11972815,0.316164941,0.143942818,0.257767618,0.32746163,0.183829606,0.343318284,76.88088398,102.2099317,18,1.02777511,1.342824872,0.880560195,0.880560195,0
146.3506812,111.1198212,89.47366462,0.201467589,0.073834777,0.204277605,0.276492923,0.093246661,0.309340686,78.17161017,75.29172769,38,0.507467174,0.731090389,0.421488429,0.421488429,0
145.8970867,110.6888954,89.0105022,0.235675439,0.095403865,0.231553972,0.256693661,0.130621925,0.327194363,82.68235294,65.24434415,68,0.506243247,0.610174219,0.599485369,0.599485369,0
147.363651,111.8672425,89.99458337,0.230491608,0.092870206,0.277102947,0.295245707,0.104320325,0.428288341,80.27975952,64.48729812,54,0.585179081,0.750855113,0.616890935,0.616890935,0
148.5147262,112.9591484,91.23815215,0.195879281,0.104955956,0.27235201,0.269902945,0.176870704,0.38564679,77.62268657,53.66016173,54,0.642456804,1.060113695,0.652591437,0.652591437,0
145.9384931,110.5811356,88.87736649,0.181913316,0.077954106,0.231819317,0.18431434,0.082476333,0.353336036,75.67537388,79.91324417,20,0.620199054,0.626695354,0.708736273,0.708736273,0
145.600763,110.2221695,88.63973714,0.240127444,0.092710838,0.233386219,0.311422616,0.127703235,0.331890255,81.25256917,70.31539762,20,0.72440713,0.763534919,0.656190606,0.656190606,0
181.1907949,142.6900017,125.0648368,0.292538434,0.149434254,0.388983577,0.362609684,0.172875106,0.562159836,79.41725395,59.78665127,30,0.488003443,0.510571323,0.426510426,0.426510426,0
184.8608569,146.2320896,128.0913956,0.465554088,0.251936376,0.552770615,0.913863778,0.609655499,1.27449286,78.47130264,77.8640995,44,1.04096356,1.369535308,0.601009758,0.601009758,0
183.9944584,144.8008592,127.1826923,0.293558657,0.151332647,0.33486867,0.428465307,0.212671235,0.472210705,80.85309735,60.19090944,32,0.475168658,0.529136245,0.413458726,0.413458726,0
179.8439036,141.4641279,124.5218432,0.58180356,0.308410823,0.555373967,1.20530045,0.577904701,0.765861213,81.18414496,58.01617256,40,1.242727874,1.178638894,1.084481315,1.084481315,0
179.5889272,141.0727258,123.8591047,0.274925351,0.167288914,0.35280481,0.295042276,0.192804813,0.450028151,77.29368635,71.50894282,28,0.553636355,0.575462728,0.418267284,0.418267284,0
179.4407061,141.2442022,123.3942948,0.303913444,0.144658789,0.418358594,0.377469599,0.176556155,0.641465962,74.76595745,76.70210114,54,0.532108209,0.623593045,0.478548131,0.478548131,0
165.1695666,126.5276115,108.5261053,0.311651617,0.120514624,0.274580389,0.420058221,0.149129033,0.359686345,86.54777651,79.26131176,28,0.685288079,0.735065766,0.519249309,0.519249309,0
167.7410146,129.143336,111.1647346,0.306489199,0.11559584,0.256156594,0.445797414,0.155005842,0.333538502,80.25051903,83.77690065,54,0.743142463,0.765157767,0.719335293,0.719335293,0
164.5179577,125.8062615,106.4303175,0.30214718,0.118783109,0.252682894,0.55868119,0.124048337,0.306718111,75.95478261,98.74417514,6,0.556853453,0.561778799,0.466269318,0.466269318,0
161.2507206,123.275639,104.4673462,0.342305899,0.121440269,0.28535521,0.602060735,0.12473353,0.406776994,78.48169014,74.99235582,32,0.486329382,0.492848408,0.442719344,0.442719344,0
164.5336995,126.1832984,107.6386114,0.286901414,0.107442923,0.243338227,0.395107895,0.139750868,0.320660263,78.85748031,77.15815474,72,0.556231335,0.509518584,0.663217038,0.663217038,0
183.2074982,142.3910185,123.2859019,0.284400284,0.132512033,0.282045901,0.399387717,0.1587722,0.339341402,78.55817308,91.7414757,24,0.696004454,0.617739597,0.77723618,0.77723618,0
164.6761452,124.427699,108.6232332,0.063917562,0.038230296,0.11787264,0.057481166,0.037494741,0.125612438,70.28,70.23268981,14,0.301943322,0.394674363,0.341151194,0.341151194,0
165.1175278,124.7014259,108.916709,0.071112402,0.041309431,0.124849208,0.076815166,0.044840503,0.129651502,66.28843813,64.68498244,10,0.319870377,0.479536526,0.338427854,0.338427854,0
165.4993525,125.1995823,109.344505,0.066522077,0.037653688,0.123017967,0.064373836,0.046078995,0.15160118,66.47172414,83.82885532,14,0.331468291,0.42975357,0.368357336,0.368357336,0
165.4151343,125.0634546,109.2336875,0.063024268,0.037212234,0.110574611,0.058968738,0.039022427,0.111380972,68.54896552,74.95485026,6,0.280345663,0.396321059,0.318305186,0.318305186,0
165.36183,125.1954309,109.3415942,0.077138208,0.047070686,0.13695325,0.083820686,0.049737506,0.140897125,72.70344828,85.51217878,8,0.446513268,0.497501218,0.434146516,0.434146516,0
164.5489128,124.1945729,108.5828137,0.064107031,0.040793553,0.107218884,0.055844396,0.040681057,0.112267241,66.37145855,81.18115864,6,0.333124571,0.380515736,0.443471008,0.443471008,0
134.8312317,103.3740832,88.33379103,0.413429528,0.278776765,0.446797162,0.640146554,0.404295355,0.528965414,93.09818182,68.73162942,40,0.957298335,1.494572429,0.911392923,0.911392923,0
134.9239236,103.4528986,88.96824748,0.262832612,0.189435065,0.374918312,0.368124008,0.25815472,0.466430724,95.73516367,87.99324787,34,0.441750369,0.457255306,0.474418405,0.474418405,0
131.9884901,101.238723,86.56039853,0.339218587,0.211237341,0.454421341,0.491086245,0.275821865,0.5594877,92.2425,62.34747382,26,0.601405829,0.5027541,0.784929927,0.784929927,0
137.1900304,105.1577404,91.16735202,0.506336272,0.318914354,0.573307037,1.391715646,0.746806204,1.355812073,85.92225705,58.43320129,46,1.164175427,3.39297587,1.324928227,1.324928227,0
142.8884093,109.8930859,96.55062454,0.203120798,0.124787666,0.267139733,0.285338551,0.169583708,0.251794577,93.51774194,46.06870879,12,0.435579812,0.457168679,0.440219525,0.440219525,0
138.0375,105.5550892,92.07843424,0.273859262,0.206425801,0.407693595,0.362558365,0.270255625,0.568984032,85.96480687,63.10061988,62,0.618966828,0.497776165,0.927039649,0.927039649,0
125.1596426,93.72840112,77.50376668,0.753210664,0.293997884,1.190895915,0.968944788,0.387396365,1.443727732,87.72815534,162.7814416,10,0.853616674,1.343645126,0.506787036,0.506787036,0
124.2608058,92.80245518,76.63613129,0.552886903,0.273262084,0.616066754,0.568493366,0.255142927,0.759866416,97.54163701,113.8303927,10,0.670262163,0.675796935,0.467487836,0.467487836,0
125.7408785,93.9376736,77.50176404,0.529675603,0.215503216,0.891593456,0.83635658,0.333100379,1.169544935,100.149,146.7246092,22,0.371227727,0.423634647,0.413113505,0.413113505,0
123.4758714,92.43566841,76.21953364,0.602087259,0.215555266,0.701005876,0.765863419,0.245090947,0.966370165,98.60467675,121.4519005,30,0.427264326,0.472437185,0.450064517,0.450064517,0
122.0094041,91.29248905,75.38629707,0.482710391,0.20394367,0.615347207,0.457586735,0.183994353,0.645049989,101.6096386,75.60741766,12,0.332113293,0.400142245,0.40698438,0.40698438,0
124.2290534,92.89276921,76.76666687,0.536496997,0.220640212,0.62348336,0.541821361,0.227139026,0.733279943,97.64459691,77.22259821,18,0.367102539,0.451513232,0.390275347,0.390275347,0
155.622793,122.4270014,109.486172,0.33784911,0.148118719,0.271914512,0.590637743,0.287094057,0.450243682,85.74832536,55.04861421,80,1.175219301,1.639808246,0.986321717,0.986321717,0
156.4366568,122.0545504,107.9621102,0.363505125,0.175246835,0.391685843,0.474960566,0.225903198,0.518552125,90.63746162,57.44629834,62,0.927328829,1.082987883,0.986965375,0.986965375,0
176.5259276,138.101802,121.3173015,0.260074735,0.094279058,0.31031692,0.482182801,0.123810604,0.489560246,86.52181425,93.90528303,32,0.416498373,0.522500852,0.494131638,0.494131638,0
164.5655811,128.1305064,112.6762838,0.511822462,0.245510504,0.681658447,1.145328999,0.470824957,1.930491567,82.63855932,97.51807766,46,1.268118961,1.688573476,1.556767282,1.556767282,0
184.5831231,144.5781568,127.4615234,0.411269605,0.236993268,0.685676575,0.598959208,0.384363949,1.371192455,91.66956522,61.87334166,76,1.228134852,1.039805346,1.612116116,1.612116116,0
178.6817826,139.2875188,122.3005187,0.215969086,0.128896326,0.292217225,0.248145655,0.160365522,0.436429173,84.336,67.09492726,50,0.706769195,0.661777458,0.773521213,0.773521213,0
108.655442,83.99623957,72.0595163,0.080145866,0.049260121,0.167821437,0.137842357,0.043828852,0.388399661,68.28825911,85.37279454,6,0.177391426,0.293044501,0.285009235,0.285009235,0
110.2989299,85.26348053,73.08151703,0.088822283,0.052314144,0.163557559,0.136017427,0.044326492,0.333355218,68.75217391,75.62710453,12,0.214454514,0.300757517,0.330618957,0.330618957,0
110.5379408,85.46400282,73.14817356,0.089031875,0.048757736,0.13562049,0.103636965,0.040155783,0.215293139,67.67181545,81.13676095,8,0.137699775,0.280862158,0.233968615,0.233968615,0
104.767214,79.69254677,68.38453311,0.569085658,0.27527678,0.512380958,1.440657735,0.577612579,1.093515396,71.51967436,122.3288209,32,0.925179201,3.443367179,2.909274074,2.909274074,0
104.8359018,80.38276493,68.1695227,0.101447277,0.053983983,0.157327175,0.174896643,0.070188552,0.355484068,70.97584158,72.80616381,12,0.235286978,0.337371586,0.336671804,0.336671804,0
107.7518764,83.04171198,70.1720174,0.116220124,0.06224519,0.179849729,0.174530342,0.070815988,0.294629872,71.14233129,96.76629559,24,0.218227887,0.33098767,0.311774869,0.311774869,0
163.50632,126.8860698,111.4407842,0.127402976,0.053887375,0.140102223,0.133011431,0.06863492,0.146208048,85.88187373,63.14174118,22,0.188058068,0.333841835,0.260752065,0.260752065,0
162.2880837,125.883904,111.0039573,0.165692925,0.073364288,0.211553231,0.195584118,0.097799428,0.299103528,83.74485981,66.24788791,26,0.342211537,0.459543995,0.340411587,0.340411587,0
162.7096963,126.8293531,111.2196875,0.109448656,0.049117051,0.111372277,0.140880674,0.063744403,0.130404949,86.53093093,65.66864405,18,0.248317808,0.374599441,0.312432458,0.312432458,0
163.8038577,127.8867421,111.8159266,0.104673669,0.056388717,0.13805443,0.105457202,0.082198285,0.19323732,86.45555556,66.40106242,32,0.281800719,0.398942537,0.402147235,0.402147235,0
163.9993118,127.7561431,112.1128491,0.107781634,0.049360633,0.145009056,0.125621989,0.059795719,0.212456137,80.52180905,59.17760329,18,0.282943448,0.382953982,0.413410827,0.413410827,0
161.9604893,125.8993749,110.6198555,0.164508089,0.06790559,0.156934485,0.206135929,0.088702835,0.197119132,85.7918619,57.15999403,30,0.383542542,0.436264508,0.46073341,0.46073341,0
110.6729135,83.11922129,72.10464171,0.782449365,0.4505454,1.020948172,1.203148365,0.655840814,2.520435095,88.08679245,114.2401015,66,1.331168198,1.3243956,1.831605416,1.831605416,0
129.8119533,97.49416535,84.52624699,0.679907203,0.56605196,1.223998785,0.992116332,0.659870923,2.091856003,90.9875,104.236677,98,1.213128318,1.342093996,1.025511372,1.025511372,0
100.2616629,75.43935097,65.42047389,0.804407775,0.426432222,0.808905303,1.203712106,0.571615338,1.950905085,82.68235294,98.06523017,22,1.221169164,0.961587473,1.45612308,1.45612308,0
117.3741737,88.34562398,76.59682126,0.66149509,0.298866332,0.427026153,0.834880114,0.347689092,0.622891545,88.77473684,115.1403368,70,0.907791562,1.16240637,0.906666008,0.906666008,0
115.8923506,87.79993042,76.28679532,0.693348765,0.409004629,0.770012558,1.046923399,0.466056645,1.222742081,87.22339515,119.5219124,22,1.551200535,2.352439195,1.78551447,1.78551447,0
135.5849276,106.2343895,96.63298892,0.136641398,0.096474953,0.237070307,0.214503437,0.143403679,0.444964528,76.90212766,111.9860339,40,0.709889169,0.743187115,1.173016675,1.173016675,0
137.0965255,107.4137774,97.51414185,0.108281463,0.055165958,0.140255868,0.181237146,0.053650331,0.185739264,76.93372781,97.31684941,32,0.271426244,0.396557202,0.312960699,0.312960699,0
155.5116699,122.1794102,112.0177306,0.153041407,0.105993383,0.241606399,0.227687255,0.146400601,0.342991531,76.2359322,107.1105084,40,0.644130982,0.673419137,0.972985016,0.972985016,0
141.3456998,109.7779189,100.192535,0.148036227,0.127253711,0.232559606,0.182372883,0.176929742,0.304465979,76.9801217,78.59951231,24,0.59720794,0.828809945,0.693293302,0.693293302,0
162.4260429,126.6931554,116.2790132,0.198419929,0.097207464,0.2930094,0.308867633,0.102629587,0.384418756,79.56226415,101.585483,42,0.352214374,0.563663189,0.344933751,0.344933751,0
141.6700589,109.9788151,99.8558156,0.237534821,0.111607097,0.284551114,0.415345877,0.152418748,0.405994743,82.23445287,77.32067649,108,0.512467942,0.516349608,0.893386061,0.893386061,0
167.4294095,127.7669878,97.27743839,0.096541993,0.061681781,0.161634579,0.116551414,0.072880097,0.193404168,88.3760479,39.75129743,32,0.391029747,0.526978145,0.415747101,0.415747101,0
165.9129852,125.9688878,96.09530622,0.111340649,0.071432054,0.176469207,0.187695265,0.114148505,0.252581507,96.43409563,71.75120983,24,0.525070858,0.917363111,0.61835786,0.61835786,0
169.1822029,129.4158332,99.12180632,0.201469198,0.108640075,0.269931167,0.38349539,0.154557213,0.372460574,96.30962963,76.90415315,56,0.962233371,1.773419145,0.839831563,0.839831563,0
174.223272,134.2145752,103.0911944,0.091050103,0.064037994,0.148756519,0.117827117,0.077157661,0.176505357,94.90364964,69.192148,40,0.286565602,0.375482699,0.372095569,0.372095569,0
171.3033513,131.4830857,100.6652533,0.111674152,0.083623126,0.211922437,0.176754311,0.137687743,0.277180135,98.46923077,86.31616897,60,0.48952959,0.906026405,0.58635081,0.58635081,0
163.9104882,124.259072,94.245157,0.173767582,0.105090901,0.284575015,0.275774539,0.136132598,0.42574957,93.63954155,115.5252312,50,0.636355043,1.003547532,0.658659989,0.658659989,0
169.2097936,128.3746808,111.553941,0.117481589,0.077192508,0.122344755,0.183591738,0.14073512,0.197097555,92.58443114,57.08040772,12,0.537691673,1.055714219,0.546048769,0.546048769,0
159.1011493,122.2211487,107.7949237,0.140776813,0.128364667,0.151231289,0.255341172,0.326299399,0.243160158,93.66041461,64.92166447,12,0.939185444,1.980549319,1.081351299,1.081351299,0
